Region	Site	Reference	Indicator	Latitude (¡N)	Longitude (¡E)	RSL (m)	RSL +1s	RSL -1s	Age (CE)	Age +2s	Age -2s
Israel	Casesarea	Sivan et al. (2004)	archaeological evidence	32.520	34.910	-0.06	0.07	0.07	50	50	50
Israel	Casesarea	Sivan et al. (2004)	archaeological evidence	32.520	34.910	-0.06	0.07	0.07	50	50	50
Israel	Casesarea	Sivan et al. (2004)	archaeological evidence	32.520	34.910	-0.01	0.07	0.07	50	50	50
Israel	Casesarea	Sivan et al. (2004)	archaeological evidence	32.520	34.910	0.04	0.07	0.07	300	100	100
Israel	Casesarea	Sivan et al. (2004)	archaeological evidence	32.520	34.910	0.24	0.07	0.07	350	50	50
Israel	Casesarea	Sivan et al. (2004)	archaeological evidence	32.520	34.910	-0.16	0.07	0.07	400	100	100
Israel	Casesarea	Sivan et al. (2004)	archaeological evidence	32.520	34.910	0.39	0.07	0.07	450	150	150
Israel	Casesarea	Sivan et al. (2004)	archaeological evidence	32.520	34.910	0.29	0.07	0.07	450	150	150
Israel	Casesarea	Sivan et al. (2004)	archaeological evidence	32.520	34.910	0.23	0.07	0.07	450	150	150
Israel	Casesarea	Sivan et al. (2004)	archaeological evidence	32.520	34.910	-0.13	0.07	0.07	450	150	150
Israel	Casesarea	Sivan et al. (2004)	archaeological evidence	32.520	34.910	-0.07	0.07	0.07	450	150	150
Israel	Casesarea	Sivan et al. (2004)	archaeological evidence	32.520	34.910	-0.16	0.07	0.07	500	100	100
Israel	Casesarea	Sivan et al. (2004)	archaeological evidence	32.520	34.910	-0.06	0.07	0.07	550	50	50
Israel	Casesarea	Sivan et al. (2004)	archaeological evidence	32.520	34.910	0.27	0.07	0.07	550	50	50
Israel	Casesarea	Sivan et al. (2004)	archaeological evidence	32.520	34.910	0.04	0.07	0.07	550	150	150
Israel	Casesarea	Sivan et al. (2004)	archaeological evidence	32.520	34.910	0.08	0.07	0.07	550	150	150
Israel	Casesarea	Sivan et al. (2004)	archaeological evidence	32.520	34.910	0.07	0.07	0.07	550	150	150
Israel	Casesarea	Sivan et al. (2004)	archaeological evidence	32.520	34.910	0.05	0.07	0.07	550	150	150
Israel	Casesarea	Sivan et al. (2004)	archaeological evidence	32.520	34.910	0.09	0.07	0.07	550	150	150
Israel	Casesarea	Sivan et al. (2004)	archaeological evidence	32.520	34.910	-0.06	0.07	0.07	600	100	100
Israel	Casesarea	Sivan et al. (2004)	archaeological evidence	32.520	34.910	-0.08	0.07	0.07	600	100	100
Israel	Casesarea	Sivan et al. (2004)	archaeological evidence	32.520	34.910	-0.02	0.07	0.07	695	55	55
Israel	Casesarea	Sivan et al. (2004)	archaeological evidence	32.520	34.910	0.14	0.07	0.07	695	55	55
Israel	Casesarea	Sivan et al. (2004)	archaeological evidence	32.520	34.910	-0.16	0.07	0.07	855	105	105
Israel	Casesarea	Sivan et al. (2004)	archaeological evidence	32.520	34.910	-0.13	0.07	0.07	855	105	105
Israel	Casesarea	Sivan et al. (2004)	archaeological evidence	32.520	34.910	-0.14	0.07	0.07	855	105	105
Israel	Casesarea	Sivan et al. (2004)	archaeological evidence	32.520	34.910	-0.15	0.07	0.07	855	105	105
Israel	Casesarea	Sivan et al. (2004)	archaeological evidence	32.520	34.910	-0.07	0.07	0.07	855	105	105
Israel	Casesarea	Sivan et al. (2004)	archaeological evidence	32.520	34.910	-0.15	0.07	0.07	855	105	105
Israel	Casesarea	Sivan et al. (2004)	archaeological evidence	32.520	34.910	-0.17	0.07	0.07	855	105	105
Israel	Casesarea	Sivan et al. (2004)	archaeological evidence	32.520	34.910	-0.13	0.07	0.07	855	105	105
Israel	Casesarea	Sivan et al. (2004)	archaeological evidence	32.520	34.910	-0.15	0.07	0.07	855	105	105
Israel	Casesarea	Sivan et al. (2004)	archaeological evidence	32.520	34.910	-0.16	0.07	0.07	855	105	105
Israel	Casesarea	Sivan et al. (2004)	archaeological evidence	32.520	34.910	-0.13	0.07	0.07	855	105	105
Israel	Casesarea	Sivan et al. (2004)	archaeological evidence	32.520	34.910	-0.06	0.07	0.07	855	105	105
Israel	Casesarea	Sivan et al. (2004)	archaeological evidence	32.520	34.910	-0.12	0.07	0.07	855	105	105
Israel	Casesarea	Sivan et al. (2004)	archaeological evidence	32.520	34.910	-0.10	0.07	0.07	855	105	105
Israel	Casesarea	Sivan et al. (2004)	archaeological evidence	32.520	34.910	-0.13	0.07	0.07	855	105	105
Israel	Casesarea	Sivan et al. (2004)	archaeological evidence	32.520	34.910	-0.16	0.07	0.07	855	105	105
Israel	Casesarea	Sivan et al. (2004)	archaeological evidence	32.520	34.910	-0.14	0.07	0.07	855	105	105
Israel	Casesarea	Sivan et al. (2004)	archaeological evidence	32.520	34.910	-0.16	0.07	0.07	855	105	105
Israel	Casesarea	Sivan et al. (2004)	archaeological evidence	32.520	34.910	-0.18	0.07	0.07	855	105	105
Israel	Casesarea	Sivan et al. (2004)	archaeological evidence	32.520	34.910	-0.16	0.07	0.07	855	105	105
Israel	Casesarea	Sivan et al. (2004)	archaeological evidence	32.520	34.910	-0.15	0.07	0.07	855	105	105
Israel	Casesarea	Sivan et al. (2004)	archaeological evidence	32.520	34.910	-0.13	0.07	0.07	855	105	105
Israel	Casesarea	Sivan et al. (2004)	archaeological evidence	32.520	34.910	-0.13	0.07	0.07	855	105	105
Israel	Casesarea	Sivan et al. (2004)	archaeological evidence	32.520	34.910	-0.02	0.07	0.07	855	105	105
Israel	Casesarea	Sivan et al. (2004)	archaeological evidence	32.520	34.910	-0.23	0.07	0.07	855	105	105
Israel	Casesarea	Sivan et al. (2004)	archaeological evidence	32.520	34.910	-0.08	0.07	0.07	855	105	105
Israel	Casesarea	Sivan et al. (2004)	archaeological evidence	32.520	34.910	-0.13	0.07	0.07	855	105	105
Israel	Casesarea	Sivan et al. (2004)	archaeological evidence	32.520	34.910	0.02	0.07	0.07	855	105	105
Israel	Casesarea	Sivan et al. (2004)	archaeological evidence	32.520	34.910	-0.18	0.07	0.07	855	105	105
Israel	Casesarea	Sivan et al. (2004)	archaeological evidence	32.520	34.910	-0.06	0.07	0.07	855	105	105
Israel	Casesarea	Sivan et al. (2004)	archaeological evidence	32.520	34.910	-0.18	0.07	0.07	855	105	105
Israel	Casesarea	Sivan et al. (2004)	archaeological evidence	32.520	34.910	-0.14	0.07	0.07	855	105	105
Israel	Casesarea	Sivan et al. (2004)	archaeological evidence	32.520	34.910	-0.16	0.07	0.07	855	105	105
Israel	Casesarea	Sivan et al. (2004)	archaeological evidence	32.520	34.910	-0.03	0.07	0.07	855	105	105
Israel	Casesarea	Sivan et al. (2004)	archaeological evidence	32.520	34.910	0.02	0.07	0.07	855	105	105
Israel	Casesarea	Sivan et al. (2004)	archaeological evidence	32.520	34.910	-0.24	0.07	0.07	855	105	105
Israel	Casesarea	Sivan et al. (2004)	archaeological evidence	32.520	34.910	-0.15	0.07	0.07	855	105	105
Israel	Casesarea	Sivan et al. (2004)	archaeological evidence	32.520	34.910	0.33	0.07	0.07	980	20	20
Israel	Casesarea	Sivan et al. (2004)	archaeological evidence	32.520	34.910	-0.36	0.07	0.07	1132	82	82
Israel	Casesarea	Sivan et al. (2004)	archaeological evidence	32.520	34.910	-0.42	0.07	0.07	1132	82	82
Israel	Casesarea	Sivan et al. (2004)	archaeological evidence	32.520	34.910	-0.62	0.07	0.07	1132	82	82
Louisiana	Delahoussaye Canal	Gonzalez and Tornqvist (2009)	peat	29.853	-91.710	-0.78	0.04	0.04	969	40	40
Louisiana	Delahoussaye Canal	Gonzalez and Tornqvist (2009)	peat	29.853	-91.710	-0.76	0.04	0.04	989	30	30
Louisiana	Delahoussaye Canal	Gonzalez and Tornqvist (2009)	peat	29.853	-91.710	-0.67	0.04	0.04	1067	70	70
Louisiana	Delahoussaye Canal	Gonzalez and Tornqvist (2009)	peat	29.853	-91.710	-0.62	0.04	0.04	1169	56	56
Louisiana	Delahoussaye Canal	Gonzalez and Tornqvist (2009)	peat	29.853	-91.710	-0.50	0.04	0.04	1188	54	54
Louisiana	Delahoussaye Canal	Gonzalez and Tornqvist (2009)	peat	29.853	-91.710	-0.72	0.04	0.04	1194	42	42
Louisiana	Delahoussaye Canal	Gonzalez and Tornqvist (2009)	peat	29.853	-91.710	-0.43	0.04	0.04	1230	46	46
Louisiana	Lydia	Gonzalez and Tornqvist (2009)	peat	29.878	-91.783	-0.95	0.04	0.04	586	58	58
Louisiana	Lydia	Gonzalez and Tornqvist (2009)	peat	29.878	-91.783	-1.01	0.04	0.04	591	42	42
Louisiana	Lydia	Gonzalez and Tornqvist (2009)	peat	29.878	-91.783	-0.99	0.04	0.04	608	38	38
Louisiana	Lydia	Gonzalez and Tornqvist (2009)	peat	29.878	-91.783	-0.93	0.04	0.04	859	70	70
Louisiana	Lydia	Gonzalez and Tornqvist (2009)	peat	29.878	-91.783	-0.84	0.04	0.04	952	46	46
Louisiana	Lydia	Gonzalez and Tornqvist (2009)	peat	29.878	-91.783	-0.75	0.04	0.04	1096	60	60
Louisiana	Lydia	Gonzalez and Tornqvist (2009)	peat	29.878	-91.783	-0.64	0.04	0.04	1145	64	64
Louisiana	Lydia	Gonzalez and Tornqvist (2009)	peat	29.878	-91.783	-0.70	0.04	0.04	1176	78	78
Louisiana	Lydia	Gonzalez and Tornqvist (2009)	peat	29.878	-91.783	-0.71	0.04	0.04	1178	72	72
Louisiana	Lydia	Gonzalez and Tornqvist (2009)	peat	29.878	-91.783	-0.62	0.04	0.04	1218	38	38
Louisiana	Lydia	Gonzalez and Tornqvist (2009)	peat	29.878	-91.783	-0.48	0.04	0.04	1405	51	51
Louisiana	Lydia	Gonzalez and Tornqvist (2009)	peat	29.878	-91.783	-0.45	0.04	0.04	1494	54	54
Louisiana	Lydia	Gonzalez and Tornqvist (2009)	peat	29.878	-91.783	-0.54	0.04	0.04	1528	62	62
Louisiana	Patout Canal	Gonzalez and Tornqvist (2009)	peat	29.858	-91.729	-1.15	0.04	0.04	449	103	103
Louisiana	Patout Canal	Gonzalez and Tornqvist (2009)	peat	29.858	-91.729	-0.55	0.04	0.04	1155	110	110
Louisiana	Patout Canal	Gonzalez and Tornqvist (2009)	peat	29.858	-91.729	-0.27	0.04	0.04	1807	147	147
Massachusetts	Revere	Donnelly (2006)	plants	42.431	-71.008	-2.57	0.07	0.07	-1310	104	104
Massachusetts	Revere	Donnelly (2006)	plants	42.431	-71.008	-2.25	0.08	0.08	-1158	161	161
Massachusetts	Revere	Donnelly (2006)	plants	42.431	-71.008	-1.83	0.06	0.06	-648	149	149
Massachusetts	Revere	Donnelly (2006)	plants	42.431	-71.008	-1.29	0.07	0.07	137	90	90
Massachusetts	Revere	Donnelly (2006)	plants	42.431	-71.008	-0.69	0.06	0.06	988	53	53
Massachusetts	Revere	Donnelly (2006)	plants	42.431	-71.008	-0.58	0.07	0.07	1584	98	98
Massachusetts	Wood Island	Kemp et al. (2011)	plants	42.238	-70.778	-1.12	0.06	0.06	463	78	78
Massachusetts	Wood Island	Kemp et al. (2011)	plants	42.238	-70.778	-1.02	0.06	0.06	507	74	74
Massachusetts	Wood Island	Kemp et al. (2011)	plants	42.238	-70.778	-0.98	0.06	0.06	619	40	40
Massachusetts	Wood Island	Kemp et al. (2011)	plants	42.238	-70.778	-0.93	0.06	0.06	671	61	61
Massachusetts	Wood Island	Kemp et al. (2011)	plants	42.238	-70.778	-0.74	0.06	0.06	707	96	96
Massachusetts	Wood Island	Kemp et al. (2011)	plants	42.238	-70.778	-0.84	0.06	0.06	728	101	101
Massachusetts	Wood Island	Kemp et al. (2011)	plants	42.238	-70.778	-0.63	0.06	0.06	932	100	100
Massachusetts	Wood Island	Kemp et al. (2011)	plants	42.238	-70.778	-0.64	0.06	0.06	941	54	54
Massachusetts	Wood Island	Kemp et al. (2011)	plants	42.238	-70.778	-0.59	0.06	0.06	997	68	68
Massachusetts	Wood Island	Kemp et al. (2011)	plants	42.238	-70.778	-0.52	0.06	0.06	1415	60	60
Massachusetts	Wood Island	Kemp et al. (2011)	plants	42.238	-70.778	-0.49	0.06	0.06	1486	91	91
Massachusetts	Wood Island	Kemp et al. (2011)	plants	42.238	-70.778	-0.49	0.06	0.06	1487	95	95
Massachusetts	Wood Island	Kemp et al. (2011)	plants	42.238	-70.778	-0.42	0.06	0.06	1600	90	90
Massachusetts	Wood Island	Kemp et al. (2011)	plants	42.238	-70.778	-0.39	0.06	0.06	1669	25	25
Massachusetts	Wood Island	Kemp et al. (2011)	plants	42.238	-70.778	-0.35	0.06	0.06	1700	50	50
Massachusetts	Wood Island	Kemp et al. (2011)	plants	42.238	-70.778	-0.19	0.06	0.06	1875	25	25
Massachusetts	Wood Island	Kemp et al. (2011)	plants	42.238	-70.778	-0.05	0.06	0.06	1930	10	10
Massachusetts	Wood Island	Kemp et al. (2011)	plants	42.238	-70.778	-0.02	0.06	0.06	1963	1	1
Massachusetts	Barnstable	Redfield and Rubin (1962); Compiled in Englehart and Horton (2012)	plants	41.710	-70.370	-6.04	0.67	0.67	-1440	1106	1106
Massachusetts	Barnstable	Redfield and Rubin (1962); Compiled in Englehart and Horton (2012)	plants	41.710	-70.370	-5.12	0.67	0.67	-1313	794	794
Massachusetts	Barnstable	Redfield and Rubin (1962); Compiled in Englehart and Horton (2012)	plants	41.700	-70.360	-3.61	0.67	0.67	-998	608	608
Massachusetts	Barnstable	Redfield and Rubin (1962); Compiled in Englehart and Horton (2012)	plants	41.710	-70.370	-2.83	0.67	0.67	-295	706	706
Massachusetts	Barnstable	Redfield and Rubin (1962); Compiled in Englehart and Horton (2012)	plants	41.710	-70.370	-1.83	0.67	0.67	21	755	755
Massachusetts	Barnstable	Redfield and Rubin (1962); Compiled in Englehart and Horton (2012)	plants	41.710	-70.370	-0.91	0.67	0.67	922	540	540
Massachusetts	Barnstable	Redfield and Rubin (1962); Compiled in Englehart and Horton (2012)	plants	41.700	-70.360	-0.33	0.67	0.67	1215	180	180
Massachusetts	Barnstable	Redfield and Rubin (1962); Compiled in Englehart and Horton (2012)	plants	41.700	-70.360	-0.03	0.67	0.67	1629	321	321
Massachusetts	Barnstable	Redfield and Rubin (1962); Compiled in Englehart and Horton (2012)	plants	41.700	-70.320	-0.12	0.67	0.67	1712	238	238
Massachusetts	Barnstable	Stuiver et al. (1963); Compiled in Englehart and Horton (2012)	plants	41.730	-70.300	-3.83	0.56	0.56	-228	273	273
Massachusetts	Barnstable	Stuiver et al. (1963); Compiled in Englehart and Horton (2012)	plants	41.730	-70.300	-2.06	0.56	0.56	616	184	184
Massachusetts	Barnstable	Stuiver et al. (1963); Compiled in Englehart and Horton (2012)	plants	41.730	-70.320	-2.03	0.56	0.56	963	244	244
Massachusetts	Barnstable	Stuiver et al. (1963); Compiled in Englehart and Horton (2012)	plants	41.730	-70.320	-1.63	0.56	0.56	1288	122	122
Massachusetts	Barnstable	Stuiver et al. (1963); Compiled in Englehart and Horton (2012)	plants	41.730	-70.300	-0.56	0.56	0.56	1710	240	240
Massachusetts	Centerville	Redfield and Rubin (1962); Compiled in Englehart and Horton (2012)	plants	41.630	-70.330	-1.73	0.28	0.28	360	526	526
New Jersey	Brigantine Marsh	Donnelly et al. (2004a); Compiled in Horton et al. (2013)	plants	39.420	-74.350	-2.60	0.34	0.34	615	51	51
New Jersey	Brigantine Marsh	Donnelly et al. (2004a); Compiled in Horton et al. (2013)	plants	39.420	-74.350	-0.82	0.34	0.34	1482	149	149
New Jersey	Brigantine Marsh	Donnelly et al. (2004a); Compiled in Horton et al. (2013)	plants	39.420	-74.350	-0.96	0.34	0.34	1552	90	90
New Jersey	Brigantine Marsh	Donnelly et al. (2004a); Compiled in Horton et al. (2013)	plants	39.420	-74.350	-0.85	0.34	0.34	1737	213	213
New Jersey	Brigantine NWR	Stuiver and Daddario (1963); Compiled in Horton et al. (2013)	plants	39.490	-74.430	-2.55	0.38	0.38	129	101	101
New Jersey	Cheesequake Marsh	Cinquemani et al. (1982); Compiled in Horton et al. (2013)	plants	40.400	-74.300	-2.85	0.43	0.43	11	367	367
New Jersey	Cheesequake Marsh	Cinquemani et al. (1982); Compiled in Horton et al. (2013)	plants	40.400	-74.300	-2.62	0.42	0.42	826	386	386
New Jersey	Great Bay	Miller et al. (2009); Compiled in Horton et al. (2013)	plants	39.510	-74.320	-1.45	0.15	0.15	817	124	124
New Jersey	Sea Island City	Cinquemani et al. (1982); Compiled in Horton et al. (2013)	plants	39.200	-74.700	-2.81	0.40	0.40	-482	283	283
New Jersey	Sea Island City	Cinquemani et al. (1982); Compiled in Horton et al. (2013)	plants	39.200	-74.700	-1.31	0.40	0.40	1082	309	309
New Jersey	Sea lsland City	Pardi et al. (1984); Compiled in Horton et al. (2013)	plants	39.180	-74.730	-3.51	0.40	0.40	-394	351	351
New Jersey	Whale Beach	Donnelly et al. (2001); Compiled in Horton et al. (2013)	plants	39.180	-74.670	-1.27	0.40	0.40	1367	70	70
New Jersey	Whale Beach	Donnelly et al. (2001); Compiled in Horton et al. (2013)	plants	39.180	-74.670	-0.79	0.40	0.40	1568	93	93
New Jersey	Whale Beach	Donnelly et al. (2001); Compiled in Horton et al. (2013)	plants	39.180	-74.670	-0.89	0.40	0.40	1705	245	245
New Jersey	Whale Beach	Donnelly et al. (2001); Compiled in Horton et al. (2013)	plants	39.180	-74.670	-0.94	0.40	0.40	1736	214	214
New Jersey	Whale Beach	Donnelly et al. (2001); Compiled in Horton et al. (2013)	plants	39.180	-74.670	-0.66	0.40	0.40	1737	213	213
New Jersey	Whale Beach	Donnelly et al. (2001); Compiled in Horton et al. (2013)	plants	39.180	-74.670	-0.55	0.40	0.40	1740	210	210
New Jersey	Whale Beach	Donnelly et al. (2001); Compiled in Horton et al. (2013)	plants	39.180	-74.670	-0.66	0.40	0.40	1813	137	137
New Jersey	Whale Beach	Donnelly et al. (2001); Compiled in Horton et al. (2013)	plants	39.180	-74.670	-0.57	0.40	0.40	1817	133	133
New Zealand	Blueskin Bay	Gibb (1986)	shells	-45.720	170.350	0.00	0.25	0.25	-299	98	98
New Zealand	Blueskin Bay	Gibb (1986)	shells	-45.720	170.350	-0.50	0.45	0.45	15	117	117
New Zealand	Blueskin Bay	Gibb (1986)	shells	-45.720	170.350	0.02	0.45	0.45	1136	116	116
New Zealand	Blueskin Bay	Gibb (1986)	shells	-45.720	170.350	0.00	0.25	0.25	1525	95	95
New Zealand	Pounawea	Gehrels et al. (2008)	foraminifera	-46.470	169.700	-0.22	0.20	0.20	417	151	151
New Zealand	Pounawea	Gehrels et al. (2008)	foraminifera	-46.470	169.700	-0.39	0.05	0.05	1525	90	90
New Zealand	Pounawea	Gehrels et al. (2008)	foraminifera	-46.470	169.700	-0.31	0.05	0.05	1815	1	1
New Zealand	Pounawea	Gehrels et al. (2008)	foraminifera	-46.470	169.700	-0.29	0.07	0.07	1880	5	5
New Zealand	Pounawea	Gehrels et al. (2008)	foraminifera	-46.470	169.700	-0.29	0.05	0.05	1895	5	5
New Zealand	Pounawea	Gehrels et al. (2008)	foraminifera	-46.470	169.700	-0.20	0.05	0.05	1935	1	1
New Zealand	Pounawea	Gehrels et al. (2008)	foraminifera	-46.470	169.700	-0.13	0.05	0.05	1948	3	3
New Zealand	Pounawea	Gehrels et al. (2008)	foraminifera	-46.470	169.700	-0.03	0.05	0.05	1955	5	5
New Zealand	Pounawea	Gehrels et al. (2008)	foraminifera	-46.470	169.700	-0.01	0.05	0.05	1965	1	1
New Zealand	Pounawea	Gehrels et al. (2008)	foraminifera	-46.470	169.700	-0.02	0.05	0.05	1986	1	1
New Zealand	Pounawea	Gehrels et al. (2008)	foraminifera	-46.470	169.700	0.03	0.05	0.05	1991	1	1
North Carolina	Croatan National Forest	Cinquemani et al. (1982); Compiled in Horton et al. (2009)	plants	34.700	-77.100	-1.27	0.29	0.29	304	244	244
North Carolina	Croatan National Forest	Cinquemani et al. (1982); Compiled in Horton et al. (2009)	plants	34.700	-77.100	-0.77	0.29	0.29	894	358	358
North Carolina	Hatteras Island	Horton et al. (2009)	plants	35.520	-75.480	-0.54	0.10	0.10	1722	228	228
North Carolina	Hatteras Island	Horton et al. (2009)	plants	35.230	-75.680	-0.86	0.27	0.27	1732	218	218
North Carolina	Jarrett Bay	Spaur and Snyder (1999); Compiled in Horton et al. (2009)	plants	34.800	-76.490	-1.91	0.13	0.13	-247	485	485
North Carolina	Jarrett Bay	Spaur and Snyder (1999); Compiled in Horton et al. (2009)	plants	34.800	-76.490	-0.73	0.13	0.13	1365	585	585
North Carolina	Northern Frisco	Horton et al. (2009)	plants	35.260	-75.520	-0.71	0.35	0.35	1795	155	155
North Carolina	Northern Outer Banks	Horton et al. (2009)	plants	35.970	-75.660	-1.78	0.10	0.10	485	83	83
North Carolina	Pamlico Sound	Horton et al. (2009)	plants	35.220	-75.660	-0.66	0.27	0.27	1387	67	67
North Carolina	Wilmington	Cinquemani et al. (1982); Compiled in Horton et al. (2009)	plants	34.100	-78.000	-3.03	0.30	0.30	-1694	257	257
North Carolina	Wilmington	Cinquemani et al. (1982); Compiled in Horton et al. (2009)	plants	34.100	-78.000	-0.93	0.30	0.30	683	279	279
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-1.78	0.06	0.06	1021	104	169
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-1.83	0.06	0.06	1021	137	137
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-1.73	0.06	0.06	1054	100	170
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-1.71	0.06	0.06	1089	121	182
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-1.66	0.06	0.06	1119	133	190
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-1.63	0.06	0.06	1148	116	182
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-1.59	0.06	0.06	1181	90	186
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-1.55	0.06	0.06	1229	107	162
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-1.51	0.06	0.06	1257	110	151
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-1.46	0.06	0.06	1277	92	125
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-1.43	0.06	0.06	1294	73	112
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-1.39	0.06	0.06	1314	79	153
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-1.35	0.06	0.06	1351	108	190
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-1.31	0.06	0.06	1391	128	176
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-1.26	0.06	0.06	1415	114	156
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-1.21	0.06	0.06	1437	110	153
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-1.19	0.06	0.06	1458	104	163
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-1.15	0.06	0.06	1487	116	150
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-1.12	0.06	0.06	1504	123	142
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-1.08	0.06	0.06	1514	121	135
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-1.03	0.06	0.06	1521	125	137
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-0.99	0.06	0.06	1527	129	142
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-0.95	0.06	0.06	1533	131	147
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-0.89	0.06	0.06	1541	137	161
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-0.87	0.06	0.06	1553	130	181
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-0.84	0.06	0.06	1579	99	214
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-0.79	0.06	0.06	1637	85	224
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-0.75	0.06	0.06	1706	119	204
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-0.71	0.06	0.06	1723	97	163
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-0.66	0.06	0.06	1739	75	122
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-0.62	0.06	0.06	1755	53	81
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-0.60	0.06	0.06	1764	42	61
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-0.58	0.06	0.06	1772	31	40
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-0.52	0.06	0.06	1780	20	20
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-0.51	0.06	0.06	1790	18	20
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-0.49	0.06	0.06	1800	16	20
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-0.47	0.06	0.06	1810	13	21
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-0.44	0.06	0.06	1820	11	21
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-0.42	0.06	0.06	1830	10	20
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-0.41	0.06	0.06	1840	10	18
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-0.42	0.06	0.06	1850	10	17
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-0.41	0.06	0.06	1860	10	15
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-0.39	0.06	0.06	1870	10	13
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-0.37	0.06	0.06	1880	10	11
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-0.35	0.06	0.06	1891	10	10
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-0.33	0.06	0.06	1900	9	9
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-0.29	0.06	0.06	1909	7	7
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-0.28	0.06	0.06	1912	8	8
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-0.27	0.06	0.06	1916	6	6
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-0.27	0.06	0.06	1920	9	9
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-0.26	0.06	0.06	1926	7	7
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-0.24	0.06	0.06	1929	6	6
